x,y,z
31,36,12016
23,47,13782
5,15,1313
11,0,332
42,18,8785
5,34,4790
48,32,16062
26,1,1692
17,4,1143
9,15,1754
16,4,1050
46,22,11321
39,47,19638
45,11,7337
24,38,10643
3,41,6161
18,47,12161
14,1,587
26,20,5567
6,49,9340
25,36,10222
10,17,2187
10,23,3274
44,26,12227
31,41,14001
4,45,7543
11,43,8718
22,25,6035
4,27,3097
29,40,12938
1,5,177
13,3,697
22,46,13050
19,15,3134
23,2,1497
12,41,8340
48,42,20792
0,19,1306
47,48,23480
45,47,22097
10,35,6094
39,39,15926
41,43,18497
36,25,9508
48,40,19797
39,37,15058
3,14,1004
42,12,6919
18,41,9972
13,0,442
13,10,1502
33,27,9361
38,39,15569
18,45,11407
34,15,5953
48,36,17882
46,9,6980
30,19,6166
12,26,4260
42,7,5529
25,39,11305
0,28,2674
33,10,4483
31,13,4818
47,11,7829
47,18,10160
18,29,6240
16,30,6068
17,6,1395
9,33,5353
2,4,168
16,3,938
36,34,12819
37,28,10851
25,0,1438
39,23,9653
13,10,1502
39,35,14214
19,46,12092
31,15,5317
47,48,23480
0,25,2164
21,3,1418
29,18,5679
4,6,368
13,46,10287
6,3,278
41,25,10937
10,28,4344
32,39,13518
24,20,5153
27,47,15149
26,20,5567
0,42,5767
14,24,4176
11,28,4533
6,25,3028
10,35,6093
40,26,11007
23,12,3176
28,10,3588
2,17,1259
22,47,13449
3,19,1629
33,41,14681
25,3,1873
28,1,1932
6,25,3027
31,25,8178
25,34,9531
41,41,17562
41,40,17102
43,24,11165
31,21,6961
32,19,6618
40,44,18586
13,25,4217
32,8,3846
17,25,4986
37,45,17906
37,3,3625
41,38,16202
1,37,4722
14,7,1218
22,47,13450
47,48,23481
46,23,11697
27,10,3420
39,45,18674
23,47,13781
5,8,578
35,27,9917
9,4,511
5,37,5537
13,30,5423
2,32,3780
31,19,6389
34,24,8636
47,35,17046
34,4,3336
36,25,9507
40,31,12917
1,20,1543
23,6,2096
48,44,21809
17,39,9017
8,0,198
12,27,4489
9,14,1610
22,28,6875
39,48,20128
2,4,167
21,29,6930
1,35,4258
28,9,3379
5,2,183
36,26,9852
40,33,13724
5,6,423
8,37,6191
48,24,12709
44,41,18707
37,38,14791
26,1,1692
34,35,12574
30,30,9553
33,31,10762
25,32,8862
28,8,3177
3,48,8212
42,20,9455
0,25,2164
37,6,4295
0,26,2328
22,40,10775
45,48,22619
44,16,8658
33,28,9703
46,6,6121
1,46,7107
21,25,5818
25,8,2718
38,47,19241
31,26,8497
22,39,10418
49,10,8018
42,24,10868
14,39,8226
23,38,10353
21,40,10482
41,4,4575
28,19,5729
1,6,227
26,0,1548
12,44,9318
2,20,1656
8,41,7332
47,32,15705
25,37,10577
38,21,8712
26,40,11988
31,38,12793
29,9,3545
41,28,12062
48,28,14338
37,48,19331
3,27,2942
28,30,9008
16,14,2499
19,44,11341
0,20,1433
10,25,3683
21,45,12337
47,20,10881
41,24,10574
47,9,7217
24,49,14955
16,8,1557
37,8,4771
42,37,16119
38,45,18288
8,3,378
4,10,684
24,39,11005
23,42,11816
4,41,6387
25,2,1722
6,27,3422
6,30,4058
4,32,4138
37,47,18849
35,4,3500
11,25,3857
12,43,8985
45,2,4862
25,11,3298
44,11,7098
32,38,13116
6,46,8361
8,0,198
43,11,6862
10,46,9438
17,33,7145
4,39,5845
20,18,3923
46,46,22002
41,31,13241
42,31,13570
21,4,1554
49,23,12634
7,12,1144
34,6,3757
4,36,5078
6,3,278
34,13,5424
49,28,14679
0,17,1068
20,1,1068
20,26,5867
40,2,3927
28,0,1777
15,23,4134
40,1,3708
35,24,8900
23,41,11442
3,40,5892
48,21,11552
35,12,5373
43,16,8397
20,28,6414
15,4,960
3,23,2238
23,18,4473
1,20,1543
2,46,7349
23,23,5717
28,48,15937
10,8,963
23,19,4710
17,29,6018
21,31,7521
22,4,1668
4,11,777
14,40,8544
10,32,5308
35,28,10269
20,15,3294
2,0,36
3,18,1493
7,21,2449
33,26,9027
35,44,16700
32,7,3629
43,45,20257
27,12,3845
46,49,23579
10,47,9778
47,32,15704
19,23,4894
16,31,6341
4,21,2048
20,17,3707
25,9,2905
13,7,1121
23,31,8021
0,7,237
19,19,3966
49,29,15106
17,29,6017
20,5,1583
19,20,4189
30,7,3297
36,35,13217
10,41,7827
17,40,9350
20,16,3498
48,17,10092
43,39,17390
36,36,13621
36,7,4342
24,38,10644
20,8,2033
19,23,4894
6,43,7437
47,19,10518
9,8,878
40,14,7036
8,21,2591
16,3,938
24,30,7963
3,49,8529
3,24,2405
44,10,6804
47,43,20885
25,34,9530
16,5,1167
7,45,8306
8,23,2957
0,6,187
12,20,3006
0,10,424
24,37,10288
31,38,12792
7,21,2450
20,49,13595
10,23,3274
45,35,16314
34,11,4918
10,43,8453
33,18,6562
35,15,6174
45,30,14158
32,46,16499
0,19,1305
2,25,2435
28,30,9007
5,12,962
8,46,8892
6,4,339
4,41,6388
4,2,147
49,31,15977
10,0,284
5,26,3063
32,26,8760
14,12,1908
35,34,12500
5,7,498
5,7,498
38,7,4722
25,1,1577
5,3,234
45,33,15434
20,5,1584
42,7,5529
11,38,7173
12,38,7416
16,34,7199
38,40,16007
1,31,3402
11,13,1697
23,4,1785
12,3,626
27,22,6325
49,21,11858
42,17,8459
8,18,2088
3,20,1773
6,15,1418
13,45,9937
43,21,10081
43,45,20257
20,25,5604
3,14,1004
0,29,2855
26,39,11609
43,35,15597
30,16,5368
18,13,2607
14,11,1758
2,42,6209
13,22,3566
5,43,7193
17,30,6291
16,49,12300
43,30,13492
33,35,12257
30,35,11334
24,49,14956
41,6,5067
46,37,17591
10,5,663
42,25,11236
23,47,13782
1,37,4722
37,47,18850
38,13,6287
22,45,12655
23,31,8021
24,15,3974
21,32,7826
29,9,3546
14,33,6444
21,10,2503
41,1,3881
14,6,1097
25,43,12833
43,12,7157
0,40,5254
17,11,2130
18,42,10321
37,44,17442
6,29,3840
7,5,465
7,36,5705
12,9,1267
16,25,4787
3,44,7004
42,16,8140
7,14,1392
31,18,6112
6,26,3222
28,3,2257
31,35,11637
8,0,197
39,35,14213
22,10,2646
4,23,2373
16,21,3871
40,18,8264
41,22,9867
9,18,2218
34,29,10335
27,46,14725
10,6,758
3,24,2405
9,31,4858
21,12,2866
10,9,1076
49,18,10738
14,20,3323
31,31,10181
39,40,16368
48,31,15622
4,37,5327
4,33,4364
9,18,2219
6,39,6289
10,14,1726
39,34,13801
47,46,22425
5,7,498
7,18,1960
19,40,9908
22,15,3626
18,20,4007
1,27,2641
14,18,2933
16,28,5538
47,38,18441
23,40,11072
39,38,15489
12,36,6830
0,41,5507
16,22,4092
30,43,14493
27,5,2466
29,21,6498
3,25,2578
29,0,1899
44,4,5166
41,47,20441
8,19,2250
13,14,2095
3,38,5372
39,12,6232
44,8,6234
8,45,8567
7,26,3385
8,17,1932
2,13,816
7,26,3384
10,35,6094
13,45,9938
7,24,2993
3,12,796
12,40,8026
48,23,12317
46,33,15788
10,42,8137
20,12,2718
38,49,20220
25,27,7298
10,32,5307
7,19,2117
7,37,5969
19,15,3133
45,17,9258
29,12,4202
33,32,11127
33,14,5475
46,9,6980
43,43,19277
44,30,13823
19,1,978
20,6,1728
24,20,5154
25,13,3714
40,23,9934
28,26,7732
7,10,920
28,9,3379
26,0,1547
17,10,1971
9,29,4385
18,18,3578
3,8,452
45,29,13746
29,36,11403
45,26,12543
2,27,2790
9,13,1474
46,33,15788
34,49,18636
8,43,7938
30,6,3097
22,33,8395
25,16,4383
44,21,10367
32,48,17406
3,15,1117
4,47,8158
2,7,330
39,23,9653
47,40,19401
26,26,7242
0,9,356
10,43,8453
0,46,6868
30,29,9216
18,43,10677
44,41,18707
8,6,612
5,41,6618
9,0,238
9,4,510
0,39,5005
40,10,5903
17,5,1266
25,20,5359
42,25,11236
31,27,8821
22,7,2130
48,45,22328
11,1,402
9,42,7883
30,0,2024
23,23,5718
49,9,7706
0,1,27
3,14,1005
15,33,6674
36,39,14870
46,3,5318
17,23,4506
35,1,2897
24,41,11748
38,5,4247
4,41,6387
44,1,4428
33,30,10403
12,26,4259
40,31,12918
12,33,5996
27,36,10804
26,6,2501
39,25,10353
17,22,4274
28,30,9007
22,6,1970
47,20,10880
18,15,2978
15,27,5077
26,17,4812
6,10,837
11,46,9717
24,16,4198
23,16,4016
41,49,21449
38,1,3372
33,25,8698
12,47,10349
25,2,1722
43,35,15597
8,47,9222
34,27,9637
16,37,8112
10,23,3273
5,0,98
49,31,15978
46,37,17592
41,24,10575
41,43,18498
23,38,10352
44,18,9323
7,25,3185
22,43,11885
41,7,5321
4,1,107
0,19,1305
2,26,2610
44,37,16848
0,32,3437
33,6,3587
14,23,3954
43,43,19277
44,14,8015
18,43,10678
19,45,11714
24,12,3337
13,21,3361
2,29,3168
8,41,7331
4,8,514
31,13,4818
44,0,4193
36,43,16618
31,5,3058
7,33,4946
25,6,2363
37,21,8450
24,45,13304
25,15,4153
10,22,3078
46,37,17591
43,42,18796
37,32,12355
31,40,13593
35,30,10989
13,34,6495
39,20,8648
15,39,8486
11,48,10412
22,47,13449
23,12,3177
11,22,3237
48,23,12317
14,23,3953
27,25,7186
4,32,4138
38,10,5478
28,40,12618
17,39,9018
43,4,4965
2,45,7055
47,25,12785
48,33,16507
5,9,665
45,36,16763
22,7,2129
16,30,6067
35,37,13697
18,2,1001
14,49,11675
9,33,5353
25,39,11306
41,38,16203
6,11,941
49,38,19219
36,3,3457
49,46,23283
45,2,4862
44,19,9665
18,7,1641
33,20,7142
46,38,18058
24,23,5933
32,41,14340
44,17,8987
8,32,4901
8,31,4662
25,32,8862
40,33,13723
22,36,9379
12,10,1396
22,43,11885
30,15,5114
35,6,3933
25,43,12833
28,4,2430
39,17,7698
34,37,13367
3,5,258
16,47,11542
35,35,12894
6,42,7142
15,1,658
34,11,4917
42,43,18885
13,23,3777
27,23,6606
48,47,23382
27,29,8418
20,26,5868
18,36,8312
36,0,2857
12,29,4968
8,49,9900
3,0,53
49,13,8993
46,30,14497
4,34,4595
26,36,10511
29,9,3545
20,8,2034
8,32,4902
18,26,5441
24,6,2228
17,40,9351
48,27,13922
7,35,5446
41,7,5322
44,39,17766
27,34,10092
20,3,1313
1,35,4257
46,3,5318
12,49,11068
38,3,3797
1,27,2641
18,17,3371
10,32,5308
45,0,4378
44,24,11465
35,37,13697
49,28,14678
37,13,6065
42,26,11609
18,42,10322
47,6,6345
17,41,9689
25,31,8537
8,4,449
31,8,3673
36,5,3887
1,47,7401
14,31,5898
11,4,644
48,46,22851
14,9,1475
37,1,3210
44,15,8333
5,25,2873
36,0,2858
9,4,510
40,19,8585
11,39,7469
33,28,9702
9,4,510
15,10,1729
1,38,4962
47,23,12005
10,37,6647
15,33,6673
25,16,4383
11,11,1422
17,40,9351
41,14,7275
34,48,18163
33,38,13442
24,0,1334
9,6,683
13,41,8601
4,3,193
29,47,15857
7,39,6517
0,48,7453
41,41,17561
9,2,362
24,26,6768
4,29,3495
22,25,6036
38,18,7757
36,29,10920
26,17,4812
29,8,3338
23,24,5984
41,12,6686
45,18,9599
33,15,5737
15,2,753
34,14,5686
46,10,7278
10,6,757
20,46,12407
40,15,7334
44,11,7097
32,12,4770
0,45,6583
29,13,4433
49,9,7705
11,37,6881
15,31,6118
8,29,4200
41,45,19458
4,32,4137
1,49,8010
1,31,3402
26,11,3462
13,1,522
17,19,3617
42,28,12376
45,14,8271
43,43,19278
49,5,6514
21,40,10483
37,33,12746
19,33,7634
34,13,5423
16,17,3052
21,40,10483
38,47,19241
12,16,2290
12,33,5995
22,43,11886
14,41,8868
42,4,4768
45,43,20074
10,46,9438
17,20,3831
6,49,9340
5,46,8102
31,45,15697
30,27,8557
10,34,5826
5,19,1866
36,20,7877
4,36,5078
18,13,2608
17,20,3830
39,46,19153
15,12,2032
44,30,13824
5,34,4790
25,36,10222
19,17,3538
11,0,332
15,32,6393
8,18,2087
39,0,3329
49,22,12242
13,24,3995
39,30,12209
40,1,3708
19,26,5652
26,8,2868
7,36,5705
0,8,293
23,1,1361
49,20,11479
46,24,12079
47,25,12786
29,1,2058
42,47,20850
27,3,2125
38,4,4019
27,38,11541
45,9,6746
13,16,2427
28,36,11101
41,10,6123
31,11,4341
20,12,2718
26,7,2682
46,7,6402
32,20,6906
37,49,19818
33,1,2601
32,25,8435
46,1,4812
30,10,3933
9,7,777
35,47,18078
27,16,4765
26,15,4337
11,2,477
12,32,5729
12,30,5215
40,0,3493
20,12,2717
44,4,5165
20,11,2538
11,36,6596
36,2,3252
34,5,3543
47,25,12785
12,9,1267
26,34,9810
8,27,3762
4,15,1213
16,46,11172
0,30,3044
26,48,15227
1,19,1410
4,35,4834
26,2,1841
28,8,3178
37,42,16535
43,34,15164
22,6,1970
30,1,2187
19,4,1341
49,17,10378
19,16,3332
28,36,11101
42,12,6920
18,1,891
22,19,4517
15,17,2898
15,29,5586
42,39,17018
42,22,10150
43,32,14316
4,48,8474
45,41,19097
33,40,14262
18,41,9971
2,19,1517
47,30,14840
45,45,21073
35,32,11733
41,4,4574
4,38,5583
26,27,7542
13,13,1937
49,26,13843
29,0,1898
45,41,19098
43,49,22290
10,34,5826
45,6,5903
22,13,3215
48,34,16959
24,32,8598
4,19,1746
7,26,3384
18,4,1240
8,4,450
16,12,2161
40,18,8263
43,13,7457
2,11,630
32,0,2285
15,16,2713
27,10,3420
11,31,5261
10,27,4117
49,40,20198
39,9,5425
6,1,172
41,23,10218
6,32,4512
44,18,9323
26,1,1691
35,20,7628
2,30,3365
16,19,3450
42,11,6630
6,10,838
30,6,3098
32,43,15186
3,43,6718
9,14,1611
25,29,7905
46,4,5580
10,22,3078
7,42,7385
1,17,1161
36,16,6682
29,30,9279
0,43,6033
42,28,12375
33,36,12646
2,39,5417
39,29,11826
1,46,7107
45,39,18146
29,20,6218
34,15,5953
44,1,4428
1,45,6818
37,21,8449
1,0,23
13,18,2783
1,7,282
7,20,2281
19,32,7332
12,28,4725
41,46,19946
44,9,6515
25,24,6431
39,31,12597
6,48,9008
7,9,818
19,35,8253
19,38,9228
28,12,4022
22,38,10066
27,32,9404
14,38,7913
13,21,3361
41,33,14057
41,30,12843
29,31,9617
29,1,2058
10,26,3897
12,43,8985
18,12,2431
9,11,1217
33,29,10050
18,23,4697
48,46,22851
21,22,5047
24,38,10644
0,36,4298
25,21,5617
17,0,710
10,15,1873
35,5,3714
26,22,6101
30,18,5894
10,38,6933
0,15,854
12,36,6829
31,38,12792
0,2,47
25,18,4858
18,43,10677
41,8,5582
2,46,7350
34,8,4203
28,7,2982
37,46,18374
44,38,17304
37,36,13954
19,8,1908
7,30,4240
13,12,1787
22,8,2296
37,22,8774
35,37,13697
39,6,4672
37,35,13546
33,26,9026
7,15,1525
31,15,5317
21,44,11955
45,38,17679
18,12,2431
24,30,7963
37,23,9105
10,29,4576
14,24,4176
47,28,14001
40,1,3708
16,11,2001
38,26,10422
39,37,15057
43,13,7458
18,18,3578
0,8,293
15,13,2193
40,40,16734
34,6,3757
43,5,5218
20,27,6138
12,40,8025
8,49,9899
6,19,1990
37,4,3843
13,21,3361
48,23,12318
32,20,6905
0,33,3644
4,39,5846
43,4,4965
37,35,13545
10,32,5307
3,38,5372
47,34,16593
21,21,4801
21,44,11954
22,13,3215
41,12,6687
17,45,11105
22,12,3019
49,43,21714
3,22,2076
47,29,14418
4,15,1214
37,15,6626
19,38,9229
9,41,7578
46,37,17592
32,8,3846
34,48,18164
43,49,22289
8,42,7631
16,0,638
21,31,7521
4,13,984
13,21,3361
40,17,7948
43,2,4476
49,22,12242
31,31,10181
38,1,3371
38,25,10068
20,16,3497
16,20,3658
5,20,2018
31,35,11638
41,48,20943
25,36,10222
20,1,1067
49,26,13842
29,1,2057
44,1,4427
31,31,10181
17,23,4505
29,13,4433
11,32,5516
47,11,7830
49,15,9673
30,41,13667
48,21,11552
24,34,9255
34,25,8963
43,5,5218
38,9,5219
45,23,11394
19,6,1613
28,30,9008
6,15,1418
23,32,8337
44,21,10367
26,6,2502
47,40,19400
35,24,8901
44,22,10728
27,40,12300
25,2,1722
35,0,2709
49,32,16423
26,6,2501
34,46,17237
19,10,2228
2,18,1385
31,14,5065
37,29,11218
39,23,9653
49,27,14257
49,27,14257
3,2,117
13,32,5947
4,22,2208
13,24,3995
20,0,954
4,18,1603
27,42,13085
47,39,18918
30,9,3715
13,3,697
25,14,3930
34,0,2564
29,20,6219
15,8,1449
16,7,1422
10,11,1318
25,24,6431
39,32,12992
0,46,6867
18,9,1940
36,36,13621
42,40,17475
33,13,5218
15,12,2033
16,24,4549
9,11,1218
3,14,1005
37,0,3010
32,17,6059
8,25,3348
29,44,14570
27,46,14724
30,25,7924
37,39,15218
4,30,3703
25,47,14458
17,42,10034
15,41,9138
23,15,3797
49,10,8019
29,41,13337
48,15,9397
6,40,6567
12,3,626
9,35,5873
0,40,5254
19,33,7634
16,35,7498
9,28,4158
32,40,13925
43,41,18322
47,30,14841
15,28,5329
34,31,11057
34,14,5685
12,40,8025
10,7,858
38,24,9719
21,27,6361
41,9,5849
2,36,4679
15,34,6961
47,25,12786
20,25,5603
49,44,22231
33,2,2786
27,8,3021
35,6,3933
29,34,10671
30,9,3716
12,25,4036
17,4,1143
9,21,2737
30,35,11334
40,10,5904
7,16,1665
42,11,6629
3,7,381
41,17,8202
4,23,2373
24,3,1753
15,15,2533
17,44,10743
39,48,20128
16,15,2678
28,47,15502
43,17,8721
16,19,3450
35,37,13698
14,34,6726
10,45,9103
20,12,2718
22,4,1667
27,0,1660
38,22,9041
10,23,3273
42,10,6345
34,36,12968
7,13,1266
3,37,5122
47,32,15704
27,18,5260
38,18,7758
1,0,23
45,29,13745
21,13,3058
18,30,6517
17,12,2295
43,36,16037
30,27,8557
21,48,13523
4,8,513
8,37,6192
46,49,23579
17,19,3617
18,8,1788
14,22,3737
12,32,5730
12,49,11068
24,22,5668
9,32,5103
10,24,3475
21,1,1161
5,18,1718
19,23,4894
29,28,8619
46,2,5062
35,46,17612
5,35,5034
24,18,4664
11,26,4077
13,15,2257
37,39,15218
4,40,6113
45,22,11023
1,35,4258
12,34,6268
11,8,1053
45,3,5113
9,14,1611
41,33,14057
20,13,2904
15,16,2712
5,2,183
48,40,19797
42,41,17939
29,25,7674
10,40,7524
49,21,11858
21,12,2867
28,16,4962
21,23,5298
37,9,5018
2,5,216
49,7,7097
8,1,251
45,38,17679
38,29,11519
19,27,5918
17,38,8691
6,5,408
28,9,3379
35,28,10269
24,38,10643
3,42,6436
40,21,9248
42,7,5530
47,23,12005
5,31,4097
28,4,2429
23,0,1233
16,16,2861
29,32,9962
19,4,1341
41,48,20943
48,40,19797
16,0,638
29,29,8946
32,18,6335
15,38,8168
22,42,11510
20,36,8838
44,23,11093
36,15,6398
44,19,9666
33,2,2787
37,20,8131
5,9,666
47,20,10881
46,14,8530
12,47,10350
14,6,1098
32,15,5525
31,8,3672
11,36,6597
15,8,1449
33,7,3801
33,42,15107
30,11,4158
42,36,15680
39,46,19153
13,3,698
35,11,5117
40,43,18113
34,23,8314
28,42,13412
12,48,10706
23,23,5718
17,34,7442
40,34,14135
15,35,7253
37,28,10851
37,8,4770
16,0,637
13,6,1006
25,11,3298
40,26,11008
43,29,13089
28,0,1777
29,22,6782
46,37,17591
48,6,6571
31,1,2321
48,1,5211
11,32,5517
45,24,11771
4,15,1214
32,24,8118
44,40,18234
17,17,3210
47,16,9464
20,12,2717
4,41,6388
30,39,12865
48,31,15622
47,34,16592
12,34,6268
20,12,2718
8,1,251
23,27,6821
20,13,2903
35,24,8901
34,6,3758
24,45,13303
15,36,7552
20,41,10548
37,33,12746
32,19,6618
16,42,9752
30,29,9215
38,11,5741
35,46,17612
23,11,2981
8,7,702
42,31,13569
4,18,1604
10,34,5826
27,9,3218
13,8,1242
45,44,20570
37,42,16534
33,24,8375
45,18,9598
14,29,5375
19,24,5140
40,36,14977
32,0,2286
15,5,1073
18,25,5187
30,48,16663
39,33,13394
8,41,7332
43,39,17389
10,1,348
48,15,9398
0,9,355
5,11,858
35,28,10269
10,16,2028
19,10,2229
31,16,5576
29,6,2943
39,42,17273
7,6,544
15,29,5586
49,26,13843
11,0,333
27,2,1965
26,3,1998
20,28,6414
7,36,5705
6,12,1052
1,24,2135
13,37,7361
20,25,5603
35,43,16254
34,22,7997
18,43,10677
4,27,3097
17,6,1395
23,24,5985
5,45,7794
34,4,3336
27,36,10805
2,32,3779
21,40,10482
14,19,3125
31,44,15265
45,29,13746
44,10,6804
20,8,2034
37,7,4529
41,34,14474
14,12,1908
10,7,858
27,34,10092
20,10,2364
33,35,12258
9,32,5102
15,31,6117
38,13,6288
6,22,2482
20,19,4145
2,26,2609
5,28,3459
22,44,12268
16,41,9411
15,30,5849
21,14,3254
46,36,17131
9,35,5873
22,41,11140
34,17,6508
38,34,13469
21,12,2866
29,12,4202
49,23,12633
6,43,7437
13,29,5169
29,7,3138
26,4,2159
32,12,4770
18,31,6801
44,44,20166
38,49,20219
40,31,12917
12,24,3817
26,46,14382
1,45,6818
15,36,7552
0,7,238
16,6,1292
46,17,9532
39,26,10713
30,20,6444
28,43,13817
14,11,1757
48,10,7768
44,13,7703
20,34,8196
26,8,2867
17,12,2294
5,23,2514
18,32,7092
46,36,17131
16,20,3658
10,47,9778
10,8,964
36,20,7877
19,28,6188
26,44,13559
10,2,418
45,47,22097
44,42,19188
16,26,5031
33,28,9703
12,0,386
28,23,6837
0,16,957
8,11,1122
1,42,5987
47,16,9465
6,19,1989
46,14,8530
43,34,15164
27,19,5518
45,3,5114
0,29,2855
37,27,10490
40,36,14977
27,24,6892
15,33,6673
7,38,6241
42,36,15679
23,1,1361
5,10,759
3,3,157
42,13,7216
33,23,8058
42,27,11989
42,15,7825
8,24,3150
35,47,18078
20,7,1877
49,15,9674
45,3,5113
30,15,5114
47,14,8793
5,46,8102
2,49,8268
1,36,4487
17,15,2825
21,45,12337
45,19,9945
24,46,13708
15,41,9137
13,24,3994
48,19,10810
22,25,6035
24,40,11374
34,21,7688
6,38,6018
48,12,8401
47,8,6921
35,23,8574
17,45,11105
28,16,4961
16,25,4787
46,7,6402
13,46,10287
47,46,22425
16,24,4549
33,14,5475
15,44,10160
46,5,5848
38,48,19727
45,27,12938
4,47,8158
33,24,8374
12,0,385
0,30,3043
34,31,11058
25,40,11678
42,24,10868
48,47,23381
2,42,6209
8,27,3762
11,18,2492
2,21,1800
22,49,14268
5,24,2690
13,29,5170
20,18,3923
3,2,117
47,14,8793
34,19,7085
24,11,3137
19,30,6749
16,23,4317
49,14,9331
0,14,755
49,35,17793
5,32,4322
47,7,6629
1,31,3401
8,14,1500
22,33,8395
28,8,3177
43,1,4242
33,2,2786
9,32,5102
0,41,5508
43,45,20257
18,24,4940
14,48,11304
40,27,11378
44,37,16847
28,34,10379
28,44,14230
45,21,10657
32,4,3017
11,4,645
29,11,3978
34,10,4673
30,48,16663
36,6,4111
36,41,15732
39,38,15489
20,4,1445
39,20,8649
44,39,17766
34,9,4435
22,33,8395
3,2,117
36,28,10558
25,26,7003
20,14,3096
43,12,7157
32,11,4530
14,14,2226
40,7,5118
41,34,14475
20,33,7883
10,44,8775
44,34,15515
22,13,3215
41,25,10938
21,34,8455
38,42,16901
35,17,6737
49,46,23283
18,37,8632
23,21,5201
20,47,12797
0,1,27
15,3,854
17,28,5750
8,31,4662
37,45,17905
15,4,960
37,36,13955
39,31,12598
19,36,8572
20,32,7578
25,25,6713
29,15,4914
36,28,10558
37,13,6065
21,16,3666
10,36,6368
29,11,3978
21,33,8137
24,45,13304
6,24,2839
21,24,5554
35,18,7028
33,8,4022
46,12,7891
20,7,1878
39,19,8326
32,38,13115
30,21,6727
41,39,16649
18,3,1117
27,2,1964
38,35,13877
41,33,14058
44,47,21678
22,12,3020
20,35,8513
49,41,20698
18,22,4461
43,41,18322
27,42,13085
7,31,4469
20,2,1188
12,36,6829
46,32,15351
16,33,6908
25,1,1577
18,3,1117
45,49,23146
32,30,10116
40,17,7948
41,28,12062
23,10,2792
36,0,2857
43,15,8077
27,24,6892
30,4,2715
21,14,3255
35,33,12113
8,37,6191
18,37,8631
4,27,3097
13,41,8601
43,33,14738
25,48,14878
21,4,1554
43,30,13492
23,34,8984
13,45,9937
49,35,17793
22,28,6876
35,45,17154
26,6,2502
41,10,6123
46,35,16678
43,34,15165
34,4,3335
23,27,6822
24,8,2573
27,31,9070
43,24,11165
17,33,7145
39,48,20129
47,7,6630
34,44,16336
31,13,4817
45,24,11770
2,48,7955
16,25,4788
16,1,732
11,48,10412
44,10,6804
21,11,2681
35,33,12113
1,37,4721
23,22,5456
32,5,3216
44,29,13415
25,34,9530
11,15,1998
44,13,7703
10,17,2188
2,7,329
23,30,7713
15,9,1585
14,32,6168
6,39,6289
11,6,836
34,1,2748
13,27,4682
35,2,3092
30,24,7615
30,19,6165
17,9,1818
12,20,3006
28,39,12229
4,8,513
15,18,3089
18,0,788
35,31,11357
34,25,8963
8,10,1008
37,8,4770
42,42,18409
35,45,17154
42,5,5016
24,11,3137
37,39,15217
22,25,6035
11,9,1169
23,26,6536
33,28,9703
14,43,9533
42,39,17017
41,34,14474
1,2,66
30,13,4623
31,48,17033
27,46,14724
39,47,19637
7,27,3590
46,1,4812
18,48,12547
5,17,1578
33,46,16867
37,18,7511
27,2,1964
25,43,12834
45,28,13338
14,14,2226
32,1,2460
47,47,22950
25,11,3298
40,30,12523
34,48,18164
7,45,8306
31,23,7558
13,24,3994
14,5,983
34,2,2938
33,37,13042
5,39,6065
41,32,13646
32,10,4295
0,22,1707
27,13,4065
19,46,12092
25,31,8537
26,31,8802
15,26,4832
47,33,16145
3,44,7005
10,20,2704
25,26,7002
37,35,13545
48,19,10809
12,35,6546
5,17,1577
47,1,5009
4,19,1746
17,47,11849
26,15,4337
31,18,6112
13,16,2427
26,30,8477
19,3,1213
21,40,10483
27,37,11169
9,21,2737
30,15,5113
44,1,4428
32,1,2459
30,36,11707
3,14,1004
5,2,183
29,41,13337
46,45,21488
17,13,2466
5,12,962
33,23,8058
48,3,5737
46,44,20979
31,16,5577
25,29,7906
37,38,14791
21,1,1162
17,18,3410
27,16,4765
44,41,18708
23,31,8022
19,28,6188
48,31,15622
21,2,1286
25,39,11306
42,47,20850
32,39,13518
35,40,14949
27,36,10805
2,46,7350
37,27,10489
21,27,6361
44,34,15515
14,38,7914
20,28,6414
45,26,12543
45,27,12937
17,13,2465
16,27,5281
37,8,4771
0,23,1853
22,28,6876
19,10,2228
18,4,1240
48,5,6288
9,25,3514
18,14,2790
12,24,3818
45,44,20570
41,6,5067
29,39,12545
5,15,1313
28,41,13011
23,23,5717
40,18,8264
29,37,11777
14,4,876
14,7,1217
48,45,22327
41,45,19457
9,17,2058
35,49,19025
2,16,1140
4,36,5078
19,4,1341
39,4,4200
6,3,278
24,20,5153
40,19,8586
8,45,8568
10,35,6094
45,38,17678
19,3,1213
16,30,6068
42,19,9117
19,39,9565
2,49,8268
37,19,7818
24,32,8597
46,24,12080
24,9,2755
26,1,1692
8,6,611
26,21,5832
0,13,663
41,4,4575
3,14,1005
17,15,2825
37,6,4295
35,15,6173
48,30,15187
42,39,17017
42,15,7825
37,45,17905
42,4,4768
4,28,3293
23,18,4473
16,31,6342
39,32,12992
49,15,9674
35,20,7628
7,14,1392
21,32,7827
17,11,2130
47,43,20885
37,29,11218
6,6,481
15,26,4833
25,0,1439
30,12,4387
18,28,5967
34,16,6227
13,32,5947
36,0,2857
10,5,663
26,25,6947
15,13,2194
42,41,17940
2,49,8267
19,21,4417
14,0,503
13,42,8926
2,46,7349
15,29,5585
14,11,1757
28,8,3177
40,32,13317
28,3,2257
19,8,1908
13,26,4446
14,44,9875
18,36,8312
6,26,3222
42,35,15245
17,49,12617
